time,temperature_2m,relative_humidity_2m,precipitation,dewpoint_2m,wind_speed_10m,wind_direction_10m,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi_offset,co_offset,no_offset,no2_offset,o3_offset,so2_offset,pm2_5_offset,pm10_offset,nh3_offset
2022-03-04 01:00:00,-1.3,89,0.0,-2.9,4.6,72,4.0,634.19,0.01,37.01,23.6,2.15,44.09,47.25,5.83,2.0,267.03,0.0,6.94,57.94,0.93,11.61,13.71,19.25
2022-03-04 02:00:00,-0.7,88,0.0,-2.5,4.0,80,4.0,647.54,0.02,37.7,17.88,2.06,45.68,49.09,6.65,2.0,267.03,0.0,6.17,60.8,0.95,11.82,13.88,20.52
2022-03-04 03:00:00,-1.5,85,0.0,-3.7,6.0,65,4.0,647.54,0.05,38.39,14.66,2.86,46.6,50.22,11.53,2.0,273.7,0.0,5.65,62.94,1.0,12.33,14.37,20.52
2022-03-04 04:00:00,-1.5,82,0.0,-4.1,6.6,41,4.0,620.84,0.06,37.01,14.31,3.76,45.98,49.71,17.99,2.0,290.39,0.0,6.0,64.37,1.19,13.6,15.59,17.48
2022-03-04 05:00:00,-1.1,81,0.0,-4.0,5.3,28,4.0,587.46,0.1,34.27,14.13,4.11,45.13,48.93,21.53,2.0,310.42,0.0,7.11,66.52,1.55,15.15,17.2,17.48
2022-03-04 06:00:00,-2.0,82,0.0,-4.7,6.1,28,4.0,594.14,0.5,34.96,10.1,4.59,46.22,50.39,23.31,2.0,323.77,0.0,9.08,66.52,1.94,16.43,18.71,18.75
2022-03-04 07:00:00,-0.3,77,0.0,-3.9,4.0,5,4.0,620.84,3.05,37.7,4.56,4.83,48.48,53.17,20.77,2.0,337.12,0.04,12.51,64.37,2.38,17.37,19.9,20.01
2022-03-04 08:00:00,1.2,67,0.0,-4.2,5.8,353,4.0,607.49,11.18,27.08,11.98,3.67,47.93,52.91,14.31,2.0,337.12,0.96,14.05,63.66,2.56,17.66,20.28,19.51
2022-03-04 09:00:00,2.1,62,0.0,-4.3,7.4,346,4.0,554.08,15.2,19.19,19.13,2.5,45.85,50.85,11.15,2.0,323.77,1.96,11.14,65.8,2.18,17.35,19.76,15.2
2022-03-04 10:00:00,2.9,57,0.0,-4.9,10.0,347,4.0,397.21,4.69,11.82,57.94,2.47,42.68,45.14,11.27,2.0,273.7,0.75,3.6,91.55,1.22,17.18,18.49,4.37
2022-03-04 11:00:00,3.6,54,0.0,-4.8,11.4,349,4.0,353.81,3.1,8.23,70.81,1.97,37.12,38.97,7.92,2.0,273.7,0.74,3.0,97.27,1.19,18.86,20.08,3.64
2022-03-04 12:00:00,3.8,55,0.0,-4.4,11.7,349,4.0,320.43,1.96,5.83,82.97,1.52,32.31,33.76,5.32,3.0,287.06,0.94,3.47,98.71,1.37,21.41,22.72,3.55
2022-03-04 13:00:00,4.3,52,0.0,-4.7,13.1,351,4.0,280.38,1.01,3.64,94.41,1.1,25.62,26.72,3.8,3.0,283.72,0.75,3.0,101.57,1.25,21.51,22.76,3.04
2022-03-04 14:00:00,4.3,49,0.0,-5.4,14.1,356,4.0,280.38,0.8,3.56,95.84,1.09,27.1,28.27,4.02,2.0,267.03,0.5,2.33,100.14,0.93,18.98,20.13,2.85
2022-03-04 15:00:00,3.8,52,0.0,-5.2,13.7,358,4.0,287.06,0.72,4.46,91.55,1.13,30.7,32.02,4.56,2.0,257.02,0.36,2.31,95.84,0.75,16.39,17.47,2.98
2022-03-04 16:00:00,2.9,56,0.0,-5.0,11.9,357,4.0,297.07,0.54,5.74,87.26,1.12,32.49,33.82,5.26,2.0,250.34,0.38,3.6,85.83,0.63,14.18,15.27,3.61
2022-03-04 17:00:00,1.5,55,0.0,-6.5,8.0,342,4.0,297.07,0.18,7.28,85.12,1.09,32.82,34.12,6.08,2.0,253.68,0.26,6.68,72.96,0.6,13.29,14.6,4.75
2022-03-04 18:00:00,0.1,59,0.0,-6.9,5.9,346,4.0,303.75,0.0,7.97,85.83,1.13,33.31,34.63,6.9,2.0,260.35,0.01,8.83,67.23,0.63,13.41,15.01,4.88
2022-03-04 19:00:00,-0.7,65,0.0,-6.5,4.0,355,4.0,327.11,0.0,10.8,79.39,1.39,35.39,37.02,6.97,2.0,277.04,0.0,10.2,65.8,0.78,14.64,16.55,5.07
2022-03-04 20:00:00,-1.5,67,0.0,-6.9,5.4,20,4.0,363.83,0.0,14.74,67.95,1.65,38.53,40.64,7.03,2.0,297.07,0.0,10.88,64.37,0.86,16.47,18.65,5.0
2022-03-04 21:00:00,-1.0,59,0.0,-8.0,4.3,42,4.0,397.21,0.0,17.65,60.08,2.03,41.22,43.79,8.11,2.0,307.08,0.0,10.88,62.94,0.83,18.33,20.74,4.75
2022-03-04 22:00:00,-1.3,61,0.0,-8.0,3.7,79,4.0,417.23,0.0,19.88,53.64,2.38,42.92,45.77,10.01,2.0,310.42,0.0,10.45,62.23,0.92,19.78,22.3,6.59
2022-03-04 23:00:00,-1.6,61,0.0,-8.1,3.7,79,4.0,423.91,0.0,20.39,48.64,2.24,43.88,46.79,11.15,3.0,317.1,0.0,10.88,61.51,1.15,21.27,23.84,10.39
2022-03-05 00:00:00,-1.3,56,0.0,-9.0,5.4,42,4.0,427.25,0.0,19.71,43.99,2.06,44.49,47.36,12.54,3.0,350.48,0.0,13.37,58.65,1.58,23.95,26.65,14.31
2022-03-05 01:00:00,-3.9,66,0.0,-9.3,6.4,63,4.0,423.91,0.0,18.34,40.05,1.83,44.59,47.4,14.44,4.0,390.53,0.0,16.79,54.36,1.97,27.34,30.24,17.73
2022-03-05 02:00:00,-3.8,55,0.0,-11.4,5.7,55,4.0,423.91,0.0,17.65,35.05,1.24,44.62,47.37,11.4,4.0,433.92,0.0,19.88,48.64,2.26,31.14,34.22,21.03
2022-03-05 03:00:00,-4.1,53,0.0,-12.2,6.2,54,4.0,427.25,0.0,17.48,31.11,0.94,44.65,47.28,12.16,4.0,473.98,0.0,22.96,41.48,2.41,35.83,39.02,22.29
2022-03-05 04:00:00,-4.4,54,0.0,-12.4,6.5,56,4.0,433.92,0.01,17.31,28.25,0.88,44.38,46.89,12.67,4.0,473.98,0.0,21.93,42.2,1.71,37.7,40.64,11.91
2022-03-05 05:00:00,-3.6,45,0.0,-13.9,5.9,47,4.0,440.6,0.01,17.82,25.75,1.19,44.07,46.58,14.69,4.0,460.62,0.0,19.88,45.78,1.24,37.62,40.24,5.76
2022-03-05 06:00:00,-3.2,41,0.0,-14.5,5.7,18,4.0,460.62,0.09,21.25,21.46,2.12,45.03,47.8,17.23,4.0,460.62,0.0,20.39,45.06,1.09,38.16,40.78,3.61
2022-03-05 07:00:00,-3.2,58,0.0,-10.4,3.6,360,4.0,527.38,1.1,27.42,15.02,3.55,48.3,51.44,18.75,4.0,473.98,0.17,23.65,42.2,1.22,39.59,42.34,3.32
2022-03-05 08:00:00,-1.5,44,0.0,-12.2,4.3,355,4.0,554.08,7.38,22.96,21.1,3.31,48.36,51.66,17.23,4.0,467.3,2.68,21.76,46.49,1.42,40.66,43.42,3.55
2022-03-05 09:00:00,-0.4,37,0.0,-13.4,6.9,354,4.0,507.35,9.72,17.48,31.83,2.59,44.65,47.85,15.45,4.0,407.22,3.55,13.19,61.51,1.76,39.95,42.3,5.0
2022-03-05 10:00:00,0.3,33,0.0,-14.1,8.8,351,4.0,313.76,2.37,7.37,77.96,2.98,27.18,28.67,9.88,4.0,293.73,1.16,4.37,90.12,1.56,26.31,27.49,4.5
2022-03-05 11:00:00,1.0,32,0.0,-13.9,9.4,342,3.0,283.72,1.59,4.71,85.83,2.47,22.21,23.33,7.92,3.0,277.04,1.17,3.81,91.55,1.24,22.22,23.25,4.18
2022-03-05 12:00:00,1.0,36,0.0,-12.3,10.2,342,2.0,267.03,1.12,3.34,89.41,2.03,18.73,19.6,6.59,2.0,267.03,1.05,3.34,92.98,0.98,19.74,20.65,3.51
2022-03-05 13:00:00,1.7,36,0.0,-11.9,10.4,340,2.0,250.34,0.73,2.36,94.41,1.49,14.66,15.3,5.32,2.0,247.0,0.64,2.16,95.84,0.67,15.32,16.0,2.41
2022-03-05 14:00:00,1.6,37,0.0,-11.7,11.0,341,2.0,247.0,0.61,2.27,97.27,1.39,14.55,15.16,5.13,2.0,243.66,0.44,1.74,98.71,0.63,15.7,16.36,2.28
2022-03-05 15:00:00,1.1,38,0.0,-11.5,10.9,343,2.0,250.34,0.59,2.68,97.27,1.48,17.12,17.8,5.7,3.0,253.68,0.45,2.18,98.71,0.81,21.34,22.19,2.91
2022-03-05 16:00:00,0.2,46,0.0,-10.0,9.4,342,3.0,267.03,0.68,4.71,90.12,1.52,21.87,22.78,6.9,4.0,273.7,0.5,3.73,92.98,0.98,28.45,29.58,4.02
2022-03-05 17:00:00,-1.3,58,0.0,-8.6,5.6,345,4.0,283.72,0.39,8.57,79.39,1.45,25.5,26.68,8.23,4.0,287.06,0.21,5.48,86.55,0.93,30.72,31.94,5.0
2022-03-05 18:00:00,-3.1,64,0.0,-8.9,4.4,9,4.0,300.41,0.01,11.14,72.24,1.4,26.05,27.43,8.87,4.0,287.06,0.0,5.48,87.98,0.83,31.15,32.32,5.51
2022-03-05 19:00:00,-3.4,62,0.0,-9.6,4.6,18,4.0,327.11,0.0,13.02,66.52,1.61,25.7,27.32,9.63,4.0,293.73,0.0,6.17,85.83,0.75,32.0,33.26,4.75
2022-03-05 20:00:00,-4.4,68,0.0,-9.5,5.8,22,4.0,350.48,0.0,14.91,60.08,1.86,26.21,28.11,10.77,4.0,307.08,0.0,7.88,77.96,0.69,33.92,35.48,3.8
2022-03-05 21:00:00,-3.0,52,0.0,-11.4,3.1,69,4.0,370.5,0.0,16.45,55.07,2.18,27.02,29.21,12.29,4.0,320.43,0.0,9.25,71.53,0.69,36.06,37.91,3.42
2022-03-05 22:00:00,-3.8,58,0.0,-11.0,2.4,117,4.0,390.53,0.0,17.82,50.78,2.71,28.11,30.48,14.57,4.0,327.11,0.0,9.85,66.52,0.92,37.35,39.37,7.41
2022-03-05 23:00:00,-5.4,71,0.0,-9.8,1.0,135,4.0,397.21,0.0,18.16,50.07,3.04,28.75,31.08,17.48,4.0,333.79,0.0,10.37,62.23,1.0,38.41,40.47,10.89
2022-03-06 00:00:00,-3.6,56,0.0,-11.1,1.8,143,4.0,403.88,0.0,17.99,50.07,3.31,29.45,31.69,20.01,4.0,343.8,0.0,10.8,57.94,1.04,39.55,41.67,13.05
2022-03-06 01:00:00,-5.2,69,0.0,-9.9,1.5,135,4.0,403.88,0.0,17.82,49.35,3.4,29.97,32.25,23.05,4.0,350.48,0.0,10.71,54.36,1.07,40.31,42.46,14.57
2022-03-06 02:00:00,-5.6,73,0.0,-9.8,1.3,146,4.0,407.22,0.0,17.65,47.21,3.49,30.66,32.96,25.84,4.0,353.81,0.0,10.37,52.21,1.06,40.95,43.07,15.45
2022-03-06 03:00:00,-5.7,73,0.0,-9.8,2.3,129,4.0,423.91,0.0,17.82,44.35,3.55,32.03,34.34,26.85,4.0,357.15,0.0,10.02,52.21,1.07,40.3,42.33,15.45
2022-03-06 04:00:00,-5.3,68,0.0,-10.4,4.1,75,4.0,440.6,0.0,17.99,40.05,3.43,33.28,35.56,26.09,4.0,350.48,0.0,9.42,55.07,1.3,38.37,40.24,14.95
2022-03-06 05:00:00,-5.9,71,0.0,-10.3,4.6,72,4.0,453.95,0.0,18.51,36.12,3.43,34.29,36.59,26.35,4.0,350.48,0.0,9.42,57.22,1.65,36.64,38.47,15.83
2022-03-06 06:00:00,-5.8,68,0.0,-10.7,4.0,80,4.0,480.65,0.03,22.28,30.4,3.99,36.18,38.75,27.36,4.0,353.81,0.0,10.71,57.94,2.09,36.14,38.11,17.73
2022-03-06 07:00:00,-4.2,58,0.0,-11.1,3.8,73,4.0,520.71,0.57,27.42,23.25,4.83,38.32,41.17,27.61,4.0,367.16,0.14,14.22,56.51,2.59,36.77,39.0,19.51
2022-03-06 08:00:00,-2.5,49,0.0,-11.7,5.2,12,4.0,534.06,5.98,23.65,25.03,4.65,38.84,41.93,26.6,4.0,390.53,2.29,16.11,55.79,2.95,37.83,40.2,18.24
2022-03-06 09:00:00,-1.5,44,0.0,-12.0,4.7,351,4.0,507.35,10.28,17.65,29.33,3.25,37.06,40.24,23.81,4.0,387.19,3.97,12.68,61.51,2.86,35.97,38.09,13.17
2022-03-06 10:00:00,-0.9,45,0.0,-11.5,6.3,336,3.0,327.11,3.1,8.23,67.95,2.09,22.34,23.83,13.68,2.0,267.03,1.2,3.9,87.98,1.97,16.42,17.21,5.57
2022-03-06 11:00:00,-0.3,46,0.0,-10.5,7.0,325,2.0,283.72,1.7,4.93,82.97,1.71,18.32,19.39,10.89,2.0,253.68,0.89,2.63,91.55,1.53,13.15,13.77,4.37
2022-03-06 12:00:00,-0.7,46,0.0,-10.9,8.2,331,2.0,270.37,1.24,3.73,90.12,1.51,17.71,18.64,10.01,2.0,247.0,0.71,2.06,94.41,1.34,12.36,12.92,3.89
2022-03-06 13:00:00,0.2,46,0.0,-10.0,8.9,328,2.0,260.35,0.92,3.0,95.84,1.36,17.69,18.52,9.37,2.0,236.99,0.47,1.48,95.84,1.06,10.71,11.18,3.42
2022-03-06 14:00:00,0.1,48,0.0,-9.5,9.3,332,2.0,257.02,0.74,2.74,98.71,1.25,17.83,18.6,8.74,2.0,230.31,0.35,1.23,98.71,0.9,9.71,10.11,3.26
2022-03-06 15:00:00,-0.2,48,0.0,-10.0,9.2,339,2.0,257.02,0.61,2.83,98.71,1.21,17.82,18.58,8.74,2.0,230.31,0.3,1.29,98.71,0.91,10.08,10.48,3.36
2022-03-06 16:00:00,-1.1,48,0.0,-10.8,8.6,345,2.0,263.69,0.66,4.71,90.84,1.16,18.92,19.81,9.37,2.0,236.99,0.32,2.08,97.27,1.07,13.47,14.01,4.37
2022-03-06 17:00:00,-2.6,56,0.0,-10.2,4.6,342,3.0,280.38,0.42,9.25,77.25,1.19,20.83,22.0,10.77,2.0,250.34,0.19,3.73,91.55,1.18,18.86,19.63,5.95
2022-03-06 18:00:00,-3.2,53,0.0,-11.5,4.0,27,3.0,303.75,0.02,12.85,67.95,1.45,22.81,24.32,11.53,3.0,260.35,0.01,4.8,87.98,1.12,22.69,23.64,7.09
2022-03-06 19:00:00,-4.7,66,0.0,-10.1,4.9,36,4.0,340.46,0.0,15.94,61.51,2.24,25.15,27.04,13.17,3.0,273.7,0.0,5.83,81.54,1.21,23.77,24.9,8.74
2022-03-06 20:00:00,-3.8,59,0.0,-10.6,3.8,73,4.0,370.5,0.0,18.34,55.79,2.98,27.03,29.31,16.47,3.0,287.06,0.0,7.37,73.67,1.25,23.85,25.19,10.26
2022-03-06 21:00:00,-4.0,62,0.0,-10.3,3.1,69,4.0,387.19,0.0,19.88,51.5,3.43,27.87,30.41,18.75,3.0,297.07,0.0,8.31,68.66,1.28,23.68,25.23,11.65
2022-03-06 22:00:00,-5.6,75,0.0,-9.4,2.3,108,4.0,393.87,0.0,20.73,49.35,3.73,28.12,30.74,21.79,3.0,300.41,0.0,8.65,67.23,1.4,23.32,24.97,13.81
2022-03-06 23:00:00,-5.9,75,0.0,-9.6,1.5,135,4.0,397.21,0.0,21.08,49.35,3.87,28.62,31.18,24.83,3.0,300.41,0.0,8.83,67.95,1.55,23.36,25.05,16.97
2022-03-07 00:00:00,-6.4,77,0.0,-9.8,5.2,124,4.0,417.23,0.0,21.93,47.92,4.29,30.14,32.68,27.36,3.0,303.75,0.0,8.74,68.66,1.68,23.6,25.28,20.01
2022-03-07 01:00:00,-5.6,73,0.0,-9.7,3.3,131,4.0,433.92,0.0,22.96,46.49,4.71,31.94,34.47,30.15,3.0,300.41,0.0,8.23,68.66,1.7,23.58,25.28,22.55
2022-03-07 02:00:00,-5.8,73,0.0,-9.9,2.8,130,4.0,460.62,0.0,23.65,44.7,5.19,34.15,36.71,32.93,3.0,297.07,0.0,7.71,68.66,1.67,23.5,25.2,24.83
2022-03-07 03:00:00,-6.1,74,0.0,-10.0,3.1,126,4.0,507.35,0.0,25.7,41.13,5.78,37.71,40.27,33.44,3.0,297.07,0.0,7.37,67.23,1.68,23.75,25.44,26.85
2022-03-07 04:00:00,-6.2,74,0.0,-10.1,3.4,122,4.0,560.76,0.01,28.79,34.33,5.72,41.73,44.24,31.16,3.0,303.75,0.0,7.63,63.66,1.67,24.4,26.09,27.87
2022-03-07 05:00:00,-6.4,74,0.0,-10.2,3.6,127,4.0,594.14,0.02,31.19,29.33,5.66,44.37,46.94,30.65,4.0,310.42,0.0,8.14,60.8,1.74,25.18,26.91,28.63
2022-03-07 06:00:00,-6.6,74,0.0,-10.4,2.8,140,4.0,627.52,0.08,35.64,25.75,6.44,46.89,49.84,32.42,4.0,320.43,0.0,9.34,59.37,1.94,25.88,27.71,28.88
2022-03-07 07:00:00,-5.3,68,0.0,-10.3,1.5,135,5.0,687.6,1.1,43.18,20.74,7.75,50.35,53.76,32.93,4.0,333.79,0.08,12.0,58.65,2.26,26.73,28.66,27.36
2022-03-07 08:00:00,-1.8,51,0.0,-10.7,1.1,342,5.0,727.65,9.39,38.73,26.82,7.51,52.57,56.3,29.39,4.0,353.81,1.61,13.54,57.22,2.44,27.51,29.49,23.31
2022-03-07 09:00:00,-0.3,46,0.0,-10.4,1.8,323,5.0,747.68,16.54,31.87,32.9,5.54,53.73,57.75,22.55,4.0,360.49,3.3,11.14,60.8,2.24,27.18,29.0,17.23
2022-03-07 10:00:00,0.9,47,0.0,-9.3,3.1,306,4.0,433.92,6.15,15.94,65.09,3.93,33.99,36.03,14.82,2.0,260.35,1.12,3.77,87.98,1.73,16.25,17.01,7.79
2022-03-07 11:00:00,1.6,49,0.0,-8.1,5.8,300,4.0,357.15,4.14,11.14,77.25,3.16,30.39,32.02,11.91,2.0,250.34,0.84,2.59,92.98,1.51,15.69,16.35,6.9
2022-03-07 12:00:00,1.5,49,0.0,-8.2,8.5,306,4.0,337.12,3.32,9.0,82.25,2.68,30.78,32.37,11.4,2.0,247.0,0.74,2.25,95.84,1.4,16.34,17.01,6.9
2022-03-07 13:00:00,1.3,52,0.0,-7.5,11.2,312,4.0,323.77,2.68,7.28,82.97,2.18,31.44,33.02,11.65,2.0,247.0,0.56,1.99,98.71,1.24,16.69,17.36,7.09
2022-03-07 14:00:00,0.8,54,0.0,-7.4,8.9,320,4.0,313.76,2.15,6.68,82.97,1.85,32.0,33.58,11.78,2.0,243.66,0.45,1.84,98.71,1.06,16.76,17.43,7.28
2022-03-07 15:00:00,0.8,56,0.0,-7.0,6.9,321,4.0,310.42,1.68,6.77,82.97,1.67,32.15,33.71,11.53,2.0,243.66,0.37,1.91,100.14,0.97,16.51,17.16,7.41
2022-03-07 16:00:00,0.6,57,0.0,-6.8,4.2,301,4.0,317.1,1.52,9.77,75.1,1.58,32.4,34.1,11.27,2.0,243.66,0.35,2.83,95.84,0.8,16.54,17.23,7.47
2022-03-07 17:00:00,-0.7,73,0.0,-4.9,2.4,297,4.0,337.12,0.86,16.62,60.08,1.62,33.58,35.68,11.53,2.0,253.68,0.21,5.14,85.83,0.68,17.39,18.27,8.04
2022-03-07 18:00:00,-0.7,63,0.0,-7.0,3.7,331,4.0,363.83,0.04,22.62,47.92,1.89,35.5,38.1,11.78,2.0,263.69,0.01,6.85,77.25,0.89,18.6,19.73,10.77
2022-03-07 19:00:00,-0.8,62,0.0,-7.2,1.8,180,4.0,417.23,0.01,27.08,40.41,2.65,39.05,42.14,11.65,3.0,277.04,0.0,7.97,72.24,1.12,20.21,21.62,13.55
2022-03-07 20:00:00,-3.1,73,0.0,-7.2,1.6,153,4.0,473.98,0.02,30.5,34.69,3.67,42.86,46.32,13.17,3.0,290.39,0.0,9.08,67.23,1.31,21.71,23.4,15.71
2022-03-07 21:00:00,-3.9,78,0.0,-7.3,2.1,149,4.0,514.03,0.03,32.56,31.11,4.77,46.19,49.98,15.96,3.0,300.41,0.0,9.77,62.94,1.42,22.89,24.82,17.48
2022-03-07 22:00:00,-3.9,77,0.0,-7.4,1.6,153,4.0,547.41,0.03,34.62,31.11,5.78,49.17,53.13,19.76,3.0,300.41,0.0,9.85,61.51,1.49,23.27,25.28,19.51
2022-03-07 23:00:00,-4.1,77,0.0,-7.5,1.0,135,5.0,580.79,0.01,35.3,33.62,6.14,51.34,55.13,22.29,3.0,300.41,0.0,9.77,62.94,1.59,23.52,25.5,22.8
2022-03-08 00:00:00,-5.1,79,0.0,-8.1,2.8,130,5.0,620.84,0.01,37.01,34.69,6.2,54.62,58.23,23.56,3.0,303.75,0.0,9.68,62.94,1.74,24.05,26.0,25.84
2022-03-08 01:00:00,-4.0,74,0.0,-7.9,3.6,135,5.0,634.19,0.0,37.36,35.41,6.2,56.34,59.9,25.84,3.0,307.08,0.0,9.25,63.66,1.85,24.66,26.58,28.63
2022-03-08 02:00:00,-4.8,78,0.0,-8.0,3.1,135,5.0,634.19,0.0,36.33,37.19,6.08,56.62,60.15,28.37,3.0,307.08,0.0,8.57,65.09,1.91,24.87,26.73,30.91
2022-03-08 03:00:00,-5.3,81,0.0,-8.0,2.3,129,5.0,634.19,0.0,34.96,38.27,5.9,56.45,59.95,30.4,4.0,307.08,0.0,8.05,65.8,1.97,25.21,27.0,32.93
2022-03-08 04:00:00,-5.5,82,0.0,-8.1,1.8,127,5.0,627.52,0.0,33.59,36.12,5.3,55.34,58.83,31.16,4.0,313.76,0.0,7.97,65.09,2.06,25.92,27.68,34.45
2022-03-08 05:00:00,-5.3,81,0.0,-8.1,0.5,135,5.0,594.14,0.01,31.53,35.76,5.13,52.36,55.8,34.45,4.0,313.76,0.0,7.88,65.8,2.09,26.12,27.85,35.97
2022-03-08 06:00:00,-5.3,80,0.0,-8.2,0.5,135,4.0,574.11,0.03,31.87,35.41,5.66,49.53,53.12,38.5,4.0,310.42,0.0,8.57,66.52,2.18,26.15,27.95,35.46
2022-03-08 07:00:00,-3.6,73,0.0,-7.8,1.5,135,4.0,600.81,0.78,38.04,30.04,7.21,49.13,52.98,42.05,4.0,313.76,0.08,10.62,65.8,2.38,26.39,28.32,32.93
2022-03-08 08:00:00,1.2,48,0.0,-8.7,2.5,225,4.0,614.17,7.26,33.93,32.54,7.33,47.86,51.94,39.52,4.0,313.76,1.26,11.48,66.52,2.47,26.58,28.63,31.92
2022-03-08 09:00:00,2.5,34,0.0,-11.9,5.1,225,4.0,567.44,11.29,24.68,37.55,5.84,44.02,48.22,32.93,4.0,310.42,2.6,9.6,67.23,2.29,26.83,28.82,31.16
2022-03-08 10:00:00,3.3,34,0.0,-11.3,6.9,231,4.0,440.6,7.49,15.25,50.78,3.19,35.28,38.52,20.52,3.0,267.03,0.99,3.43,89.41,1.4,20.03,20.86,12.03
2022-03-08 11:00:00,3.9,36,0.0,-9.7,7.1,229,4.0,330.45,3.19,8.05,71.53,1.74,26.51,28.5,11.15,2.0,250.34,0.52,1.76,98.71,1.09,16.75,17.32,8.49
2022-03-08 12:00:00,4.2,41,0.0,-8.0,7.9,219,3.0,273.7,1.29,3.86,87.98,1.25,20.07,21.24,6.97,2.0,243.66,0.32,1.14,103.0,0.94,15.32,15.79,7.47
2022-03-08 13:00:00,5.0,41,0.0,-7.3,8.2,221,2.0,240.33,0.22,0.89,103.0,0.89,12.69,13.22,4.31,2.0,240.33,0.19,0.74,105.86,0.8,13.32,13.72,6.21
2022-03-08 14:00:00,4.6,44,0.0,-6.5,8.5,242,2.0,233.65,0.14,0.64,100.14,0.8,9.44,9.85,3.42,2.0,236.99,0.16,0.65,105.86,0.68,11.86,12.24,5.45
2022-03-08 15:00:00,3.6,55,0.0,-4.5,9.4,263,2.0,233.65,0.13,0.67,97.27,0.74,7.76,8.13,3.1,2.0,236.99,0.16,0.76,104.43,0.61,11.54,11.94,5.26
2022-03-08 16:00:00,2.2,68,0.0,-3.0,9.1,263,2.0,243.66,0.43,3.0,85.83,0.85,8.19,8.74,3.8,2.0,243.66,0.36,2.7,90.12,0.56,14.01,14.7,6.08
2022-03-08 17:00:00,0.5,82,0.0,-2.2,5.4,266,2.0,267.03,0.44,7.97,71.53,1.03,10.52,11.48,5.19,2.0,253.68,0.3,6.25,72.24,0.45,16.97,18.11,6.97
2022-03-08 18:00:00,-1.8,90,0.0,-3.2,4.3,222,2.0,297.07,0.02,11.82,62.94,1.43,13.91,15.37,5.57,2.0,260.35,0.01,8.4,61.51,0.43,18.82,20.42,5.64
2022-03-08 19:00:00,-2.5,88,0.0,-4.3,5.1,176,2.0,340.46,0.0,15.59,57.94,2.29,17.72,19.76,6.9,3.0,273.7,0.0,9.77,59.37,0.79,20.85,22.84,8.74
2022-03-08 20:00:00,-2.7,85,0.0,-4.9,3.3,139,3.0,377.18,0.0,17.99,52.21,2.74,20.58,23.12,7.66,3.0,287.06,0.0,10.62,60.08,1.19,22.85,25.16,13.55
2022-03-08 21:00:00,-3.0,85,0.0,-5.2,3.1,144,3.0,403.88,0.01,19.19,47.21,2.92,22.62,25.53,8.04,3.0,290.39,0.0,10.37,61.51,1.4,23.95,26.4,17.23
2022-03-08 22:00:00,-3.3,85,0.0,-5.4,3.9,146,3.0,413.89,0.01,18.85,44.35,2.98,23.4,26.4,9.12,3.0,287.06,0.0,9.42,64.37,1.42,23.99,26.33,19.76
2022-03-08 23:00:00,-3.2,85,0.0,-5.4,3.9,146,3.0,420.57,0.0,17.14,45.06,2.98,23.63,26.37,11.15,3.0,283.72,0.0,8.48,66.52,1.33,23.55,25.65,22.04
2022-03-09 00:00:00,-4.1,88,0.0,-5.7,5.4,143,4.0,447.27,0.0,16.62,45.78,3.07,25.15,27.6,12.79,3.0,280.38,0.0,7.71,68.66,1.31,23.7,25.68,24.57
2022-03-09 01:00:00,-3.3,87,0.0,-5.2,2.3,129,4.0,473.98,0.0,16.62,45.78,3.31,26.78,29.06,14.44,3.0,277.04,0.0,6.77,70.81,1.27,23.48,25.38,26.85
2022-03-09 02:00:00,-3.5,88,0.0,-5.2,2.3,129,4.0,494.0,0.0,16.96,45.06,3.67,27.98,30.17,16.21,3.0,273.7,0.0,5.74,73.67,1.15,23.14,24.97,28.37
2022-03-09 03:00:00,-3.7,88,0.0,-5.4,2.3,129,4.0,507.35,0.0,18.16,43.63,4.11,29.1,31.23,17.73,3.0,270.37,0.0,5.14,75.1,1.1,22.94,24.68,30.15
2022-03-09 04:00:00,-3.7,86,0.0,-5.7,1.5,135,4.0,520.71,0.0,20.39,41.13,4.77,30.33,32.49,19.76,3.0,273.7,0.0,5.01,72.24,1.09,22.98,24.71,31.41
2022-03-09 05:00:00,-3.7,85,0.0,-5.9,0.5,135,4.0,527.38,0.01,22.28,40.05,5.36,30.93,33.15,22.29,3.0,273.7,0.0,4.97,67.23,0.98,22.69,24.39,30.65
2022-03-09 06:00:00,-3.8,84,0.0,-6.0,0.8,117,4.0,540.73,0.02,26.73,37.91,6.5,31.9,34.45,25.84,3.0,273.7,0.0,5.83,60.8,0.9,22.5,24.29,28.37
2022-03-09 07:00:00,-1.9,79,0.0,-5.0,1.3,124,4.0,614.17,0.89,37.7,30.04,8.82,36.02,39.1,30.65,3.0,277.04,0.14,8.57,50.07,0.91,22.11,23.99,27.11
2022-03-09 08:00:00,0.9,67,0.0,-4.5,1.5,166,4.0,667.57,7.82,37.7,34.33,10.37,38.79,42.24,34.45,3.0,273.7,1.68,8.57,42.56,0.64,20.67,22.47,21.28
2022-03-09 09:00:00,1.9,60,0.0,-5.1,2.6,254,4.0,654.22,12.29,31.53,44.35,10.13,38.69,42.24,34.45,2.0,260.35,2.88,6.51,43.27,0.47,19.13,20.74,16.97
